,datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
0,10/10/49 20:30,San Marcos,TX,US,cylinder,2700.0,45 minutes,This event took place in early fall around 1949-50. It occurred after a Boy Scout meeting in the Baptist Church. The Baptist Church sit,4/27/04,29.883055600000006,-97.94111109999999
1,10/10/49 21:00,Lackland Afb,TX,,light,7200.0,1-2 hrs,1949 Lackland AFB&#44 TX.  Lights racing across the sky &amp; making 90 degree turns on a dime.,12/16/05,29.384209999999996,-98.581082
2,10/10/55 17:00,Chester (Uk/England),,GB,circle,20.0,20 seconds,Green/Orange circular disc over Chester&#44 England,1/21/08,53.2,-2.916667
3,10/10/56 21:00,Edna,TX,US,circle,20.0,1/2 hour,My older brother and twin sister were leaving the only Edna theater at about 9 PM&#44...we had our bikes and I took a different route home,1/17/04,28.9783333,-96.64583329999999
4,10/10/60 20:00,Kaneohe,HI,US,light,900.0,15 minutes,AS a Marine 1st Lt. flying an FJ4B fighter/attack aircraft on a solo night exercise&#44 I was at 50&#44000&#39 in a &quot;clean&quot; aircraft (no ordinan,1/22/04,21.418055600000002,-157.8036111
5,10/10/61 19:00,Bristol,TN,US,sphere,300.0,5 minutes,My father is now 89 my brother 52 the girl with us now 51 myself 49 and the other fellow which worked with my father if he&#39s still livi,4/27/07,36.595,-82.18888890000001
6,10/10/65 21:00,Penarth (Uk/Wales),,GB,circle,180.0,about 3 mins,penarth uk  circle  3mins  stayed 30ft above me for 3 mins slowly moved of and then with the blink of the eye the speed was unreal,2/14/06,51.434722,-3.18
7,10/10/65 23:45,Norwalk,CT,US,disk,1200.0,20 minutes,A bright orange color changing to reddish color disk/saucer was observed hovering above power transmission lines.,10/2/99,41.1175,-73.4083333
8,10/10/66 20:00,Pell City,AL,US,disk,180.0,3  minutes,Strobe Lighted disk shape object observed close&#44 at low speeds&#44 and low altitude in Oct 1966 in Pell City Alabama,3/19/09,33.586111100000004,-86.28611109999999
9,10/10/66 21:00,Live Oak,FL,US,disk,120.0,several minutes,Saucer zaps energy from powerline as my pregnant mother receives mental signals not to pass info,5/11/05,30.294722200000002,-82.9841667
10,10/10/68 13:00,Hawthorne,CA,US,circle,300.0,5 min.,ROUND &#44 ORANGE &#44 WITH WHAT I WOULD SAY WAS POLISHED METAL OF SOME KIND AROUND THE EDGES .,10/31/03,33.916388899999994,-118.35166670000001
11,10/10/68 19:00,Brevard,NC,US,fireball,180.0,3 minutes,silent red /orange mass of energy floated by three of us in western North Carolina in the 60s,6/12/08,35.2333333,-82.7344444
12,10/10/70 16:00,Bellmore,NY,US,disk,1800.0,30 min.,silver disc seen by family and neighbors,5/11/00,40.66861110000001,-73.5275
13,10/10/70 19:00,Manchester,KY,US,unknown,180.0,3 minutes,Slow moving&#44 silent craft accelerated at an unbelievable angle and speed.,2/14/08,37.153611100000006,-83.7619444
14,10/10/71 21:00,Lexington,NC,US,oval,30.0,30 seconds,green oval shaped light over my local church&#44power lines down..,2/14/10,35.8238889,-80.25361109999999
15,10/10/72 19:00,Harlan County,KY,US,circle,1200.0,20minutes,On october 10&#44 1972 myself&#44my 5yrs.daughter&#442 neices and 2 nephews were playing tag in the back yard .When we looked over on the ridge,9/15/05,36.84305560000001,-83.3219444
16,10/10/72 22:30,West Bloomfield,MI,US,disk,120.0,2 minutes,The UFO was so close&#44 my battery in the car went to zero amps&#44 stalling the engine&#44 turning off my lights and radio.,8/14/07,42.5377778,-83.2330556
17,10/10/73 19:00,Niantic,CT,US,disk,1800.0,20-30 min,Oh&#44 what a night &#33  Two (2) saucer-shaped&#44 glowing green objects and one (1) brilliantly glowing sphere gliding over the lake.,9/24/03,41.3252778,-72.1936111
18,10/10/73 23:00,Bermuda Nas,,,light,20.0,20 sec.,saw fast moving blip on the radar scope thin went outside and saw it again.,1/11/02,32.364167,-64.678611
19,10/10/74 17:00,Willow Beach,AZ,,light,120.0,2 min,The object was a brillant white light standing out against the bright arizona sky,2/18/01,0.0,0.0
20,10/10/74 19:30,Hudson,MA,US,other,2700.0,45 minutes,Not sure of the eact month or year of this sighting but it was in the fall of 74 or 75. Was walking home around dusk and saw a bright l,8/10/99,42.3916667,-71.5666667
21,10/10/74 21:30,Cardiff (Uk/Wales),,GB,disk,1200.0,20 minutes,back in 1974 I was 19 at the time and  lived in a suburb of Cardiff Wales UK called Ely&#44 and in the distance there was a wood called Ca,2/1/07,51.5,-3.2
22,10/10/74 23:00,Hudson,KS,US,light,1200.0,one hour?,The light chased us.,7/25/04,38.1055556,-98.6597222
23,10/10/75 17:00,North Charleston,SC,US,light,360.0,5-6 minutes,Several Flashing UFO lights over Charleston Naval Base in S.C.,2/14/08,32.8544444,-79.975
24,10/10/76 20:30,Washougal,WA,US,oval,60.0,1 minute,Three extremely large lights hanging above nearby trees.,2/7/14,45.5827778,-122.3522222
25,10/10/76 22:00,Stoke Mandeville (Uk/England),,GB,cigar,3.0,3 seconds,White object over Buckinghamshire UK.,12/12/09,51.783333,-0.783333
26,10/10/77 12:00,San Antonio,TX,US,other,30.0,30 seconds,i was about six or seven and my family and me were sitting next to a window at home eating when a type of dark ball hit the screen wind,2/24/05,29.423888899999998,-98.4933333
27,10/10/77 22:00,Louisville,KY,US,light,30.0,approx: 30 seconds,HBCCUFO CANADIAN REPORT:  Pilot Sighting Of Unusual Light.,3/17/04,38.2541667,-85.7594444
28,10/10/78 2:00,Elmont,NY,US,rectangle,300.0,5min,A memory I will never forget that happened meny years ago.,2/1/07,40.7008333,-73.7133333
29,10/10/79 0:00,Poughkeepsie,NY,US,chevron,900.0,15 minutes,1/4 moon-like&#44  its &#39chord&#39 or flat side parallel to horizon&#44  bright orange-red glow&#44  completely silent&#44 no features.,4/16/05,41.7002778,-73.92138890000001
30,10/10/79 22:00,Saddle Lake (Canada),AB,,triangle,270.0,4.5 or more min.,Lights far above&#44  that glance; then flee from the celestrialhavens&#44 only to appear again.,1/19/05,53.970571,-111.689885
31,10/10/79 22:00,San Diego,CA,US,oval,180.0,3 minutes,My 2nd UFO sighting&#44 October 1979,8/5/01,32.7152778,-117.1563889
32,10/10/79 22:00,Security,CO,US,unknown,1800.0,30mins.,very low clouds all different colors&#44search lights were seen shining down out of the clouds on the houses and streets. this event was s,1/28/99,38.7583333,-104.7425
33,10/10/80 19:00,Houston,TX,US,sphere,180.0,3 min,Sphere&#44 No lights&#44  moving through neighborhoods above tree tops&#44 over busy streets in Houston in 1980.,4/16/05,29.763055600000005,-95.3630556
34,10/10/80 22:00,Dallas,TX,US,unknown,300.0,5 minutes,Strange shape shifting craft of pure light energy.,10/28/02,32.783333299999995,-96.8
35,10/10/80 23:30,Manchester,NH,US,light,300.0,3 to 5 min,A red glowing sphere stopped and watched me.,11/21/10,42.9955556,-71.45527779999999
36,10/10/82 7:00,Gisborne (New Zealand),,,disk,120.0,2min,gisborne nz 1982 wainui beach to sponge bay,1/11/02,-38.662334,178.017649
37,10/10/84 5:00,Houston,TX,US,circle,60.0,1 minute,2 experience with unkown,4/18/12,29.763055600000005,-95.3630556
38,10/10/84 12:00,Traverse City,MI,US,other,120.0,couple minutes,translucent football seen over city airport,10/7/03,44.7630556,-85.6205556
39,10/10/84 22:00,White Plains,NY,US,formation,20.0,15-20 seconds,Saw a hugh object in sky with lights intermittently placed not making any noise traveling north in the night sky.It had no real identif,8/10/99,41.033888899999994,-73.7633333
40,10/10/85 20:25,Leeds (Uk/England),,GB,triangle,600.0,10min,three light in the sky that led to a big black silent triangle shaped craft.,3/4/03,53.8,-1.583333
41,10/10/86 20:00,Holmes/Pawling,NY,,chevron,180.0,3 minutes,Football Field Sized Chevron with bright white lights on front&#44 moving slowly with absolutely no sound,10/8/07,41.523427000000005,-73.646795
42,10/10/87 20:00,Manilla (Rr#1) (Canada),ON,,disk,600.0,10/mins,We could clearly see the craft and observed in detail it&#39s structure&#44no sound was made by it and the lights that were flashing were not,8/5/01,0.0,0.0
43,10/10/88 18:00,Milwaukee,WI,US,triangle,600.0,10 minutes,A silent black triangular object with no lights moved over us as we walked our dog across a school playground.,8/7/07,43.038888899999996,-87.90638890000001
44,10/10/88 21:00,New Gloucester,ME,US,unknown,120.0,few minutes,I&#39m still afraid to look at the sky at night.,1/10/09,43.9627778,-70.2830556
45,10/10/88 22:00,Boulder,CO,US,light,60.0,1 minute,Three Stars Begin to Move Randomly&#44 Stop&#44 Change Direction&#44 Move Again&#44 And Then Vanish,7/16/06,40.015,-105.27
46,10/10/88 22:45,Seattle (Ballard Area),WA,US,unknown,2.0,2 sec.,Two adult witnesses are stunned by the sound of an object that streaks above the home they are in.,4/27/04,47.6063889,-122.33083329999998
47,10/10/89 0:00,Calabasas,CA,US,disk,300.0,approx 5 min,Unidentified object on Mulholland Highway.,12/14/04,34.1577778,-118.6375
48,10/10/89 21:00,Centralia,WA,US,triangle,60.0,1 minute,A huge triangularly shaped silent object that blotted out 25 degrees of the sky&#44 lighted by four glowing points.,4/27/04,46.7163889,-122.95305559999998
49,10/10/89 21:00,Kranklin,KY,,triangle,180.0,3min,Triangle seen in franklin Ky - october 1989,5/11/05,36.722263,-86.577218
50,10/10/90 20:00,Pense (Canada),SA,,unknown,180.0,1/2 hr.,i saw something one rainy night&#44 and i&#39ll never forget it as long as i live.,10/12/01,0.0,0.0
51,10/10/90 21:00,Ashburn,GA,US,triangle,120.0,2 minutes,Translucent Craft that makes No Sound While Moving,10/8/07,31.7058333,-83.6533333
52,10/10/91 22:00,Frisco,NC,US,unknown,1800.0,30 minutes,A friend and myself were standing on the shore of the Pamlico sound as we observed 4 objects moving in up and down motions for about 30,1/28/99,35.235,-75.6288889
53,10/10/91 22:00,Harrisburg,PA,US,triangle,600.0,10 minutes,We observed 3 triangular shaped high speed objects&#33,5/9/03,40.273611100000004,-76.88472220000001
54,10/10/92 17:00,Panama City,FL,US,formation,3600.0,1 hour(?),During a road trip to Panama City a friend and I witnessed a pair of luminous light formations appear and dissappear over the Gulf.,1/28/99,30.1586111,-85.66027779999999
55,10/10/92 18:00,Stafford,TX,US,unknown,10.0,10 seconds,A man emerges from a beam of light that shines on a grassy field at night and he runs towards the Texas Instruments parking lot.,4/18/12,29.6158333,-95.5575
56,10/10/92 20:15,Seymour,TN,US,cigar,60.0,1min. 39s,Stationary Elongated UFO 200ft above vacant field with city lights on bottom,10/31/08,35.890555600000006,-83.7247222
57,10/10/92 22:00,Weatherford,TX,US,unknown,30.0,30 seconds,Black or dark grey.  Too big&#44 too low&#44 too slow&#44 too quiet&#44 for a normal aircraft.,9/2/05,32.7591667,-97.7969444
58,10/10/93 3:00,Zlatoust (Russia),,,sphere,1200.0,20 minutes,I woke up at night and looked out the window near my bed. There was a huge sphere of shining light in front of our nine floor apartment,12/14/04,55.183333,59.65
59,10/10/93 22:00,Peoria,IL,US,light,8.0,8 seconds,Light over Peoria&#44 IL that moves slowly&#44 stops in mid-air&#44 hovers&#44 changes colors&#44 shoots in opposite direction and disappears.,10/11/05,40.693611100000005,-89.58888890000001
60,10/10/93 23:00,Carthage,TN,US,other,60.0,less than 1 min,1 object with green and red lights,3/21/03,36.2522222,-85.9516667
61,10/10/94 15:00,Mercedies,TX,,cigar,3600.0,1 hour,ufo chased by fighter jet over Rio Grande Valley. Seen on news,12/12/11,26.149798,-97.913611
62,10/10/94 18:30,Burnt Hills,NY,US,rectangle,120.0,2 minutes,Giant rectangular craft (resembling an upside-down aircraft carrier) over highway near Saratoga&#44 NY.,10/23/13,42.9097222,-73.8955556
63,10/10/94 22:00,Pinebergen,AR,US,light,5.0,5 seconds,Round&#44 bright&#44 low flying object silently speeds West of Arkansas town at 11:30pm&#44 10/10/94.,2/18/01,34.1027778,-91.9922222
64,10/10/94 23:00,Toronto (Greater Toronto Area) (Canada),ON,CA,sphere,3600.0,~1 hour,Large rusty sphere,7/3/13,43.666667,-79.416667
65,10/10/95 17:05,Puerto Rico (Puerto Rico),PR,,0,0.0,0,Woman calls regarding fiance who is having peculiar &quot;flash back&quot; recall of alien type creatures.  Directed to investigator.,11/2/99,18.220833,-66.590149
66,10/10/95 19:45,Milwaukee,WI,US,0,120.0,2 min.,Man  on Hwy 43 SW of Milwaukee sees large&#44 bright blue light streak by his car&#44 descend&#44 turn&#44 cross road ahead&#44 strobe. Bizarre&#33,11/2/99,43.038888899999996,-87.90638890000001
67,10/10/95 22:40,Oakland,CA,US,0,60.0,1 minute,Woman repts.  bright light in NW sky&#44 suddenly approaches her&#44 flies slowly overhead.  Swept wings&#44 2 blurry lights either side.,11/2/99,37.804444399999994,-122.2697222
68,10/10/96 3:20,Higginsville,MO,US,triangle,3.0,3sec,illuminated triangular craft&#44 flying at high speed from South to North,2/16/00,39.0725,-93.7169444
69,10/10/96 20:00,Lake Macquarie (Nsw&#44 Australia),,,light,300.0,5 min,RED LIGHT WITH OTHER RED FLASHING LIGHT&#44 ONE OBJECT,5/24/99,-33.093373,151.58898200000002
70,10/10/96 22:00,Charleston,SC,US,light,300.0,5 min,Flashing object above Charleston&#44 SC,11/26/03,32.77638889999999,-79.9311111
71,10/10/96 22:30,Monroe County,OH,US,cylinder,60.0,1 minute,Looked like it went through the hillside,7/8/04,39.4402778,-84.3622222
72,10/10/97 16:00,Connersville,IN,US,delta,14400.0,4 hours,3 differants types &#44 cluster &#44delta &#44 and one in a 3 pointed star design . followed it for six miles .,1/28/99,39.6411111,-85.14111109999999
73,10/10/97 17:00,Mesa,AZ,US,sphere,30.0,30 seconds,A small dark purple quad-thruster craft hovering 200-300 feet in the sky. 500 Lights On Object0: Yes,2/14/08,33.4222222,-111.8219444
74,10/10/97 20:00,Bonaire,GA,US,triangle,300.0,<5 minutes,Triangular Object Sighted at Very Close Range,2/1/07,32.54361110000001,-83.59611109999999
75,10/10/97 21:00,Austin,MN,US,other,3600.0,1-hour,i was traveling northbound on state highway 105 approximately 8 miles south of Austin MN when an object came down directly above my car,1/28/99,43.6666667,-92.9744444
76,10/10/98 2:00,Turin (Italy),,,disk,15.0,15 sec,We were doing a patrol during the night&#44me and my friend were on guard duty in a military camp wich was a big field in the middle of a,1/19/05,0.0,0.0
77,10/10/98 2:30,Hollywood,CA,US,changing,300.0,5 minutes,I was standing outside on Sunset Blvd. at Vine and looked straight up which I normally do not do. I saw three bright white lights in a,11/1/98,34.0983333,-118.32583329999999
78,10/10/98 3:30,Phoenix (North Part),AZ,US,fireball,15.0,10 to 15 sec,bright green moving north to north east. it was bright green and kinda clear. quite fast too.,2/16/99,33.4483333,-112.07333329999999
79,10/10/98 13:15,Elgin,IL,US,cylinder,1800.0,30 +/- min,While looking up at sky I noticed a bright light hovering above the sky. then I noticed a jet airliner traveling in the same area and I,11/1/98,42.0372222,-88.28111109999999
80,10/10/98 17:30,Las Vegas,NV,US,cigar,600.0,10 minutes,White&#44 vertical cigar shape floating around in the eastern sky.,11/1/98,36.175,-115.1363889
81,10/10/98 17:30,Las Vegas,NV,US,circle,2700.0,45min.,Ufo sighting in las vegas near Area51,8/30/99,36.175,-115.1363889
82,10/10/98 20:30,Nyc/Westchester Area,NY,,triangle,60.0,< 1 min,Lights over NYC,10/30/06,40.935998,-73.901708
83,10/10/98 20:30,Spokane (About 30 Miles Sw Of&#44I-90&#44 Maybe Mm 254),WA,US,triangle,600.0,10 minutes,Dark boomerange object seen for ten minutes hovering over the freeway with a bright light out the front that lit up the fields. No jet,8/5/01,47.658888899999994,-117.425
84,10/10/98 20:50,Mooresville,NC,US,light,2.0,2 seconds,Star gazing in back yard with telescope and binos. Saw shooting star and an oblong shape of light.,11/1/98,35.5847222,-80.8102778
85,10/10/98 22:30,St. John&#39S (Canada),NF,CA,egg,7200.0,2 hours,Started off as 3 points of intense yellow light in triangle formation - then grew larger - it becage a single egg shape - VERY bright.,12/2/00,47.55,-52.666667000000004
86,10/10/98 23:50,Delano,TN,US,fireball,15.0,15 seconds,I came home from work one night and I seen a bright fire like ball go across the top ofthe mountain and it was going fast then it stopp,3/21/03,35.265,-84.55333329999999
87,10/10/99 0:01,Martinez,CA,US,changing,3600.0,1 hour,Bright objects&#44 red and green flashing lights (and a diffuse white light off to one side of the larger of the two objects)&#44 about 30 de,10/19/99,38.0194444,-122.13305559999999
88,10/10/99 3:00,St. Agnes De Dundee (Canada),PQ,,egg,5400.0,90 min.,early morning bright object egg shape fully colorder chaging colors as it turn as it was going it change to white colors,12/2/00,0.0,0.0
89,10/10/99 4:00,Kansas City,KS,US,unknown,600.0,5-10 min.,Orange object over city.,10/19/99,39.1141667,-94.6272222
90,10/10/99 6:00,Dallas,TX,US,other,10.0,10 seconds,group of   twinkling lights at high altitude,11/20/01,32.783333299999995,-96.8
91,10/10/99 11:00,San Diego,CA,US,fireball,3600.0,1 hour,At 10:45 in the morning&#44 my father and I noticed a small stationary object in the sky.,10/19/99,32.7152778,-117.1563889
92,10/10/99 12:40,Kennewick,WA,US,sphere,45.0,45 secs,Standing outside saying goodby to family members and pointing to Chem-Trails,10/19/99,46.211388899999996,-119.13611110000001
93,10/10/99 20:35,Hayward,CA,US,circle,90.0,60-90 sec,Many different colored glowing  objects,11/20/01,37.6688889,-122.0797222
94,10/10/99 21:00,Ashland (At Our Home),MO,US,light,0.0,two seperate times&#44 10 se,We saw on our local news that in Jefferson City&#44(20 minutes from our home)&#44 a craft was spotted reciently. We have not actually observe,12/16/99,38.77444439999999,-92.2569444
95,10/10/99 21:00,Rachel,NV,US,light,10800.0,3 hours,Bright lights with incredible agility seen from mailbox at Area 51 on UFO highway in Nevada for several hourse.,5/24/05,37.644722200000004,-115.7427778
96,10/10/99 21:30,Humphrey,NE,US,sphere,300.0,5 min,Object moving erratically in sky stopped by spot light,2/14/06,41.6916667,-97.4841667
97,10/10/99 22:00,Dorset (Uk/England),,,flash,1.0,<1 second,Whilst out late night cycling (as i have done so for many years and am a hardy fellow);I paused at the cliff tops of our local beach&#44(a,2/14/06,0.0,0.0
98,10/10/99 22:30,Casey Key (North End Of),FL,,triangle,120.0,several minutes,A large trianglual shaped craft flew from horizon to horizon as observed from the stern deck of a motor vessel,9/19/02,27.150053000000003,-82.480653
99,10/10/99 22:30,Elgin,OR,US,chevron,240.0,4 minutes,Object silently traveled north -northwest. It was V shaped with five orange lights on the perimeter and one white ligh in the center of,10/19/99,45.565,-117.9163889
100,10/10/99 23:45,Lewiston,MI,US,oval,2700.0,45 minutes,Oval shaped with lights all around it in a haze with several smaller lights flying all around it.,10/19/99,44.883888899999995,-84.3055556
101,10/10/00 3:00,Perryville,MO,US,oval,180.0,3 minutes,The craft was big&#44 orange&#44 and oval shaped.,12/2/00,37.724166700000005,-89.86111109999999
102,10/10/00 3:45,Carnival Cruise Ship (Paradise) (Caribbean),,,flash,1200.0,20 mins.,Motionless eratic flashing light.,12/9/00,0.0,0.0
103,10/10/00 6:15,Boynton Beach,FL,US,other,10.0,10 seconds,Unusual light formation moving extremely fast across the sky.,12/2/00,26.525,-80.0666667
104,10/10/00 7:30,Victoria (Canada),BC,CA,cylinder,30.0,30seconds,Smooth Shiny Cylinder,12/2/00,46.216667,-63.483332999999995
105,10/10/00 16:00,Jueanu,WI,,triangle,45.0,45 seconds,5 bight light V shaped,12/2/00,43.40555,-88.705104
106,10/10/00 20:20,Valley Park Area Of St. Louis,MO,,oval,15.0,15 seconds,Driving on Hyw.141 at Hyw. 44 and going East&#44 I witnessed to my right a glowing orb of light streak horizontally from East to West at a,12/2/00,38.627003,-90.199404
107,10/10/00 20:30,Brinktown,MO,US,light,1800.0,30 min.,3 bright golden lights moving independently above the tree line flaring and fading intermittently for approx. 15 min.,12/2/00,38.1266667,-92.0844444
108,10/10/00 21:30,Florence,KY,US,light,5.0,4-5 seconds,Two objects traveling side by side pass over&#44 as one begins to zig&#44 zag it&#39s path.,12/2/00,38.9988889,-84.6266667
109,10/10/00 21:30,Seattle (West),WA,US,unknown,10.0,10 sec,Dark object in the shape of a (4) after dusk in West Seattle,2/11/03,47.6063889,-122.33083329999998
110,10/10/00 22:00,Port Orchard,WA,US,diamond,60.0,1min,One night my window started to flash,5/12/09,47.540555600000005,-122.635
111,10/10/01 3:00,Rockwell City,IA,US,triangle,240.0,4 min.s,Large&#44silent&#44slow&#44low to the ground dull-black Triangle UFO with round red lights at it&#39s corners that were off .I drew it.,7/1/02,42.3952778,-94.6336111
112,10/10/01 4:33,Sydney (Nsw&#44 Australia),,AU,formation,180.0,3 minutes,formation and impact,11/20/01,-33.861481,151.205475
113,10/10/01 20:10,Vancouver (Canada),BC,CA,other,300.0,+5 minutes,I observed an green object significantly above a house with the address ((deleted)) Dunbar Street.,5/12/11,49.25,-123.13333300000001
114,10/10/01 20:35,Hayward,CA,US,circle,120.0,2/min.,FALLING STAR  STOPS  &#39SHOTS OUT  DOZENS OF RED POINTS OF LIGHT,11/20/01,37.6688889,-122.0797222
115,10/10/01 21:15,Ottumwa,IA,US,rectangle,300.0,3-5 minutes,We saw a square object at night&#44  which had 2 blue &amp; 2 red lights at corners&#44 hovering in sky above us.,11/20/01,41.0041667,-92.37361109999999
116,10/10/01 21:30,Fresno,CA,US,changing,900.0,15 min. apprx,Objects were sighted driving north on Highway 5 in California&#39s central valley after night fall&#44 not far past &quot;Kettleman/Fresno&quot; exit s,11/20/01,36.7477778,-119.77138889999999
117,10/10/01 22:00,Phoenix,AZ,US,triangle,60.0,less then a minute,Triangle shaped craft spotted flying west to east over mid town Phoenix on 10/10/01 at 22:00 hours 4 light dim making no sounellow,11/20/01,33.4483333,-112.07333329999999
118,10/10/01 23:00,Virginia Beach,VA,US,triangle,30.0,30 seconds,shaped like a stealth bomber (boomerang like&#44 but more triangluar) flat-black in color&#44 made a deep humming sound either really low to,7/26/02,36.8527778,-75.9783333
119,10/10/02 0:01,Hayward,WI,US,flash,43.0,0:43,we saw pure a light that occasionaly split into 3 to 4 different lights.,10/15/02,46.0130556,-91.4844444
120,10/10/02 2:00,Philomath,OR,US,unknown,5.0,about5seconds,i watched on the portland news that the space shuttle would be visiable and went to philomath oregon to what was known to be the apple,10/15/02,44.5402778,-123.36638889999999
121,10/10/02 4:00,Adelaide (Pt. Wakefield) (South Australia),,AU,circle,600.0,10 mins,one light became 3,10/28/02,-34.928661,138.598633
122,10/10/02 6:00,Seattle,WA,US,sphere,90.0,90 seconds,Light falls from sky,10/15/02,47.6063889,-122.33083329999998
123,10/10/02 19:45,Victoria (Canada),BC,CA,unknown,120.0,2 minutes approx,bright white light with black outline around it moving soundlessly and slowly from north banking east and disappearing upward.,10/15/02,46.216667,-63.483332999999995
124,10/10/02 20:30,Cincinnati,OH,US,other,1800.0,30 minutes,Large octagon blue lights on rim red center light hovers over downtown Cincinnati thursday October 10.,10/15/02,39.161944399999996,-84.4569444
125,10/10/02 21:00,Portland,OR,US,circle,120.0,2min,The LIGHT is the TRUTH&#33,12/16/05,45.523611100000004,-122.675
126,10/10/02 22:00,Bahamas,,,egg,0.0,0,we are sitting outside and commenting on all the air traffic tonight. over to the east we were watching what we thought a plane but nev,10/15/02,25.03428,-77.39628
127,10/10/02 22:00,Burnie (Tasmania) (Australia),,AU,cross,0.0,12,the craft was large and noisy,7/13/05,-41.05584,145.903748
128,10/10/03 9:00,New Buffulo,MI,,light,120.0,2 minute,Craft that suddenly vanishes and another one that shows up and does strange things at high speeds,5/24/05,41.793929999999996,-86.743915
129,10/10/03 12:00,Alhambra,CA,US,oval,300.0,5 min,3 Black ovals in the sky and a floating movie camera,1/17/04,34.0952778,-118.1261111
130,10/10/03 18:00,Indianapolis,IN,US,sphere,1800.0,30 minutes,Sphere shape object with flashing bright white lights,10/15/03,39.7683333,-86.1580556
131,10/10/03 19:15,Centreville,VA,US,other,600.0,10 minutes,Aliens check out local high school football game.,10/15/03,38.8402778,-77.4291667
132,10/10/03 20:05,Grand View,ID,US,light,15.0,12-15 seconds,Bright light above Mt. Home AFB,10/15/03,42.9897222,-116.0925
133,10/10/03 20:25,Temperance,MI,US,oval,18000.0,over 5 hours,pulsating green white and red object in the northwest sky at 45degrees,10/31/03,41.779166700000005,-83.5688889
134,10/10/03 21:10,Crescent Beach,SC,US,formation,37800.0,1 1/2 hr.,For two consecutive nights&#44 we watched a pattern of lights before we were stunned by a discovery on the beach.,1/17/04,33.8075,-78.70111109999999
135,10/10/03 22:00,Albuquerque,NM,US,light,180.0,3 minutes,Three bright lights that were huddled together than began to seperate and disappeared.,2/1/07,35.084444399999995,-106.65055559999999
136,10/10/03 23:00,Bickerton (Near Wetherby) (Uk/England),,,unknown,2700.0,45minutes,two bright&#44 but fuzzy lights going in a hovering circle about 200 yards of the ground&#44 with a grey cloud above them,10/15/03,53.070884,-2.7365060000000003
137,10/10/03 23:25,Gleason,WI,US,sphere,1800.0,30min,UFO Contact&#44 Amazing close sighting,9/2/05,45.3088889,-89.49638890000001
138,10/10/04 2:50,Mahwah,NJ,US,triangle,180.0,2 - 3 minutes,Triangle shaped flying&#44 hovering U.F.O. witnessed over Sheraton Hotel in Mahwah&#44 NJ. on 10/10/04.,12/12/11,41.0886111,-74.1441667
139,10/10/04 3:30,Worthington St. Forest,NJ,,other,2700.0,45 min,witnessed a large object and an intense red light that illumiated the object.,10/27/04,40.058324,-74.405661
140,10/10/04 3:50,Portage La Prairie (Canada),MB,CA,changing,1200.0,20minutes,Series of Green Blue Red White lights spherical or triangular formation SE of Portage la Prairie&#44 Manitoba Canada,10/27/04,49.966667,-98.3
141,10/10/04 4:18,Terre Haute,IN,US,sphere,5.0,5 seconds,silently&#44 it came over my head from behind; as I was laying on my back. About the size of a thumbnail at arms length&#44 was a lite white,10/27/04,39.466666700000005,-87.4138889
142,10/10/04 8:30,Indianapolis,IN,US,oval,15.0,15 seconds,((NUFORC Note:  Possible sighting of a contrail??  PD)),10/27/04,39.7683333,-86.1580556
143,10/10/04 9:45,Nobel (Canada),ON,CA,unknown,300.0,5:00,Floating Red Object,10/27/04,45.416667,-80.1
144,10/10/04 14:00,Morgantown,WV,US,circle,10.0,10 sec,Solid round silver ball passing over at about 3000MSL.,5/24/05,39.6294444,-79.95611109999999
145,10/10/04 15:00,Berkeley,CA,US,unknown,180.0,3 minutes,While driving my car in the mid afternoon of a day in the fall of 2004 on HYW 580 East-bound I had just crossed the San Rafael / Richmo,5/24/05,37.8716667,-122.27166670000001
146,10/10/04 15:00,Rock Island,IL,US,sphere,3600.0,1 hour,The sky was clear  and the objects at times appeared to rotate slowly.,10/27/04,41.50944439999999,-90.57861109999999
147,10/10/04 15:20,Kedainiai (Lithuania),,,oval,240.0,4min,6 oval light objects very quickly rounded under the dark cloud for a some minutes ((NUFORC Note:  Possible advertising lights??  PD)),10/27/04,55.28813100000001,23.957728
148,10/10/04 19:00,Chateauqua,NY,,formation,1200.0,20 min,4 bright circles in a half rainbow formation with a longer bright strip at the top of the formation,10/27/04,42.209773999999996,-79.466844
149,10/10/04 19:00,Ripley,NY,US,circle,900.0,15 min,7 red/orange stationary objects appeared over Lake Erie on 10/10/04 for 15 minutes and then all disappeared at once.,10/27/04,42.26694439999999,-79.7108333
150,10/10/04 21:00,Faribault,MN,US,flash,900.0,1/2 hour,Metor or craft descending then sudden flash of light,10/27/04,44.295,-93.26861109999999
151,10/10/04 21:00,Mansfield,OH,US,light,7200.0,a few hours,Several UFO&#39s&#44 one bigger one flew right over the car.,10/27/04,40.7583333,-82.5155556
152,10/10/04 22:00,Columbia,MO,US,light,60.0,1 min,A light moved across the sky in a zig zag way then straightened out and went straight out into space in a matter of seconds.,11/28/07,38.951666700000004,-92.3338889
153,10/10/04 23:30,Gleason,WI,US,sphere,3000.0,45-50 mins,It was about 9:30PM my friend and I were going to go out deer shining with my step dads truck and my friends spotlight. We left his hou,9/2/05,45.3088889,-89.49638890000001
